recipe_id,recipe_name,category,cuisine,dietary_restrictions,difficulty,prep_time_mins,cook_time_mins,total_time_mins,servings,calories,protein_g,carbs_g,fat_g,rating,num_reviews,ingredients,equipment_needed,author,date_added
RCP04467,Tangy Pasta,Dessert,Greek,Dairy-Free,Hard,101,15,116,10,1054,,108.1,62,4.9,711,"shrimp, bell peppers, tomatoes, cream, oregano, cinnamon",oven,Mary Smith,08/09/2023
RCP04468,Herb Bread,Snack,Japanese,None,Expert,,,,12,217,70.9,13,65.8,3.9,2337,onions; broccoli; noodles; thyme; oregano; salt,"mixer, oven",Emily Chen,12/04/2023
RCP04469,Crispy Salad,Salad,Italian,None,Hard,28,94,122,2,519,9.2,50.2,33.6,4.7,1528,"eggs, tomatoes, onions, garlic, bell peppers",food processor,Mary Smith,15/03/2024
RCP04470,Spicy Pie,Appetizer,Chinese,None,Medium,,,,6,826,74,20,,1.7,656,"tomatoes, zucchini, spinach","air fryer, mixer, slow cooker",Bob Johnson,19/05/2024
RCP04471,Crispy Roast,Snack,Mexican,None,Easy,94,15,109,2,1164,12.7,40.1,67.9,1.3,640,,air fryer|food processor|mixer|grill,Chef John,22/07/2024
RCP04472,Tangy Roast,Beverage,Thai,None,Medium,94,42,136,10,,10.1,77.1,46.7,6.5,1927,"turkey, lettuce, bell peppers, tomatoes, flour, cheese, paprika, basil, pepper, cumin","stovetop, grill, food processor, pressure cooker",Mary Smith,16/09/2025
RCP04473,Creamy Pasta,Salad,Spanish,None,Easy,37,186,223,2,935,51.5,99,4.6,1,2925,"tofu, spinach, potatoes, carrots, butter, paprika, thyme, oregano","food processor, oven, stovetop",David Lee,10/10/2023
RCP04474,Tangy Salad,Appetizer,Greek,None,Easy,19,96,115,3,895,28.3,109.6,56.1,1.5,4638,"broccoli, cauliflower, bell peppers, oats, cinnamon, pepper, salt, paprika","oven, blender, food processor, mixer",Sarah Wilson,07/01/2026
RCP04475,Herb Grilled,Beverage,Italian,None,Medium,,,,9,112,74.8,143,99.2,3,4540,"pork, garlic, onions, bell peppers, salt, thyme, paprika, basil",oven,Chef John,27/11/2025
RCP04476,Sweet Cake,Breakfast,Japanese,None,Hard,34,236,270,3,365,5.7,121.2,10.4,4.6,1710,"beef, onions, mushrooms, flour, basil, pepper, cinnamon, oregano","blender, grill, food processor",Bob Johnson,15/05/2025
RCP04477,Tangy Fried,Appetizer,American,None,Easy,87,174,261,8,70,62.5,11.7,43.6,1.1,4059,"zucchini, cumin, salt, paprika, pepper","food processor, blender, microwave, stovetop",David Lee,10/09/2025
RCP04478,Cookies,Snack,Greek,None,Medium,,,,5,409,14.5,42.4,,1.1,1881,"eggs, carrots, broccoli, onions, cumin, salt, thyme","pressure cooker, slow cooker",chef john,03/09/2024
RCP04479,Creamy Sandwich,Snack,Chinese,None,Expert,68,213,281,,927,61.5,107.4,53.5,3.9,4815,"tofu, tomatoes, cauliflower, thyme, cumin",oven|stovetop,Sarah Wilson,14/05/2025
RCP04480,Soup,Breakfast,American,Dairy-Free,Expert,29,32,61,3,344,72.6,3,42.6,1.3,2544,"onions, quinoa, cheese, pepper, salt, paprika, basil","air fryer, mixer, grill",Sarah Wilson,18/01/2026
RCP04481,Spicy Stir-fry,Lunch,Vietnamese,None,Medium,57,222,279,11,741,18,34.4,10.2,1.3,4386,"broccoli, spinach, mushrooms, cinnamon, salt, paprika, oregano","mixer, oven, stovetop, food processor",CHEF JOHN,19/02/2025
RCP04482,Savory Salad,Lunch,American,None,Easy,23,19,42,11,607,27,84.4,14,1.4,3198,chicken; zucchini; tomatoes; garlic; bell peppers; quinoa,"blender, food processor",chef john,05/11/2023
RCP04483,Creamy Cake,Appetizer,Korean,None,Medium,89,166,255,5,202,44.8,,11.2,4.1,872,"zucchini, basil, salt, paprika, cumin","grill, slow cooker, air fryer",Bob Johnson,04/08/2024
RCP04484,Sweet Cake,Appetizer,Indian,None,Expert,22,226,248,4,224,29.8,47.2,86,1.1,4399,cauliflower; onions; pasta; pepper; basil; thyme,"pressure cooker, food processor, slow cooker",Sarah Wilson,12/12/2023
RCP04485,Herb Bread,Dessert,Mexican,None,Easy,46,112,158,12,758,41.3,116.5,6.2,1.5,1746,"tofu, lettuce, onions, spinach, mushrooms, thyme, salt, paprika, cumin","slow cooker, stovetop",emily chen,22/09/2023
RCP04486,Grilled,Appetizer,Mediterranean,Dairy-Free,Medium,70,127,197,5,1154,27.9,72.8,-14.8,2.6,2675,"CHICKEN, BELL PEPPERS, TOMATOES, CARROTS, SALT, OREGANO, PEPPER",oven,chef john,06/07/2025
RCP04487,Herb Bread,Lunch,Japanese,None,Easy,110,50,160,12,496,28.6,13.7,40.3,2.3,149,"tofu, garlic, cinnamon, salt","oven, food processor, slow cooker",mary smith,24/10/2025
RCP04488,Spicy Stir-fry,Appetizer,Vietnamese,None,Hard,62,74,136,10,500,40.6,47.6,46,1.4,1161,"eggs, lettuce, broccoli, salt, basil, thyme, pepper",pressure cooker,Emily Chen,22/08/2025
RCP04489,Herb Tacos,Dinner,Mediterranean,None,Expert,8,79,87,3,503,41.2,98.5,21.2,2.7,3575,"fish, carrots, pasta, basil, paprika, oregano","blender, microwave",Bob Johnson,04/02/2025
RCP04490,Savory Steamed,Beverage,Indian,None,Medium,,,,11,938,45.8,138.9,70.1,3.9,1082,"pork, broccoli, spinach, flour, thyme, salt",,CHEF JOHN,12/02/2024
RCP04491,Cake,Breakfast,Mediterranean,None,Easy,88,128,216,12,1107,10.2,54.2,76.6,3.4,236,pork; bell peppers; potatoes; pepper,"pressure cooker, microwave, stovetop",Emily Chen,27/08/2023
RCP04492,Tangy Soup,Snack,Thai,None,Easy,84,162,246,11,973,51.8,81.2,77.7,5,3585,,"slow cooker, blender, pressure cooker",David Lee,11/01/2024
RCP04493,Crispy Smoothie,Breakfast,American,None,Easy,22,121,143,11,988,31.6,34.6,77.2,1.2,3623,"potatoes, cinnamon, pepper, paprika, thyme","air fryer, mixer",Chef John,03/23/2023
RCP04494,Spicy Cookies,Salad,Mediterranean,None,Expert,39,152,191,7,517,5.5,109.3,90.8,1.8,4955,"lamb, cauliflower, potatoes","food processor, microwave, stovetop, slow cooker",David Lee,12/10/2024
RCP04495,Spicy Noodles,Beverage,Greek,None,Hard,114,178,292,10,170,23.7,-16.7,39.8,4.6,4334,"chicken, zucchini, potatoes, oats, oregano, pepper, cumin","oven, blender, microwave",emily chen,22/01/2024
RCP04496,Creamy Steamed,Breakfast,Spanish,None,Medium,107,31,138,9,56,-6.6,123.8,71.3,4.4,1594,"lamb, spinach, cauliflower, garlic, butter, cinnamon, cumin, pepper","slow cooker, grill, pressure cooker, mixer",chef john,16/11/2023
RCP04497,Tangy Casserole,Lunch,Mexican,Vegetarian,Expert,10,181,191,6,715,33,50.4,11.3,1.9,3801,"eggs, garlic, broccoli, mushrooms, flour, cumin, paprika, salt, thyme",,emily chen,03/10/2024
RCP04498,Creamy Casserole,Appetizer,French,Keto,Easy,66,188,254,11,6807,24,50.8,18.9,4.2,4278,"beef, carrots, broccoli, onions, butter, salt, cumin, cinnamon","stovetop, air fryer, grill",Mary Smith,23/04/2025
RCP04499,Tangy Noodles,Snack,Greek,None,Hard,17,140,157,,1030,10.6,147.7,5,3,1901,"garlic, lettuce, bread, pepper, thyme","oven, air fryer, slow cooker, blender",Emily Chen,2025.05.14
RCP04500,Spicy Rice Bowl,Beverage,Korean,None,Hard,88,120,208,1,850,12.9,65.9,23.3,3.8,3582,"chicken, potatoes, lettuce, onions, zucchini, milk, oregano, salt, pepper",food processor,mary smith,18/02/2024
RCP04501,Curry,Salad,Thai,None,Medium,87,181,268,,96,30.5,145,9.2,1,4657,tofu; zucchini; onions; mushrooms; quinoa; cheese; cinnamon; pepper,"oven, pressure cooker",chef john,04/05/2023
RCP04502,Creamy Baked,Salad,Mexican,None,Expert,30,151,181,9,575,16.9,135.3,47.7,1.1,700,"lamb, zucchini, pasta, cream, pepper, cumin, basil, paprika","food processor, microwave",Sarah Wilson,06/05/2025
RCP04503,Creamy Smoothie,Lunch,Mediterranean,None,Easy,112,51,163,12,1149,8.1,,1.5,4.3,2404,"lettuce, carrots, flour, milk, paprika, pepper","grill, mixer",Mary Smith,09/06/2025
RCP04504,Crispy Smoothie,Snack,Italian,Low-Carb,Hard,38,63,101,1,193,76.9,92.3,6,1.6,3887,"chicken, cauliflower, spinach, garlic, bread",,Emily Chen,08/09/2024
RCP04505,Herb Cake,Breakfast,Thai,None,Easy,45,63,108,8,962,72,88.5,85.5,3.3,3141,shrimp; lettuce; cauliflower; broccoli; noodles,microwave,Bob Johnson,29/05/2023
RCP04506,Spicy Smoothie,Dinner,Indian,None,Medium,11,44,55,8,495,52.3,142,2.4,,3067,"CARROTS, ZUCCHINI, ONIONS, OATS, SALT, BASIL","stovetop, grill",Sarah Wilson,10/07/2024
RCP04507,Crispy Sandwich,Appetizer,Mediterranean,None,Medium,85,228,313,9,847,77.3,39.6,97.4,3,4208,"potatoes, oats, cream, thyme","microwave, pressure cooker, blender, slow cooker",Sarah Wilson,04/02/2025
RCP04508,Spicy Roast,Salad,Italian,None,Easy,97,98,195,,512,33.6,8.6,41.3,2.8,1341,"turkey, broccoli, milk, basil, salt, cumin","air fryer, pressure cooker, food processor",Mary Smith,06/06/2024
RCP04509,Crispy Salad,Salad,Mediterranean,None,Hard,-26,-18,-44,9,654,9.8,,57.7,1.7,2945,"tofu, bell peppers, zucchini, potatoes, pepper, paprika, oregano, thyme","food processor, blender, oven",mary smith,13/12/2023
RCP04510,Tangy Bread,Snack,French,None,Expert,41,64,105,11,,3.1,10.4,62.8,1.4,,"lamb, onions, flour, cream, pepper, cinnamon, oregano, basil","grill, blender",emily chen,23/08/2024
RCP04511,Crispy Noodles,Breakfast,Greek,Vegan,Expert,50,194,244,2,1051,40,9.5,56.8,-1.6,413,"cauliflower, rice, paprika, cumin, basil",oven,Chef John,21/11/2023
RCP04512,Steamed,Dinner,Korean,None,Expert,20,218,238,8,674,46.7,15.9,,2.6,52,"garlic, carrots, cumin, pepper","pressure cooker, air fryer",Bob Johnson,01/11/2025
RCP04513,Sweet Baked,Appetizer,American,Vegetarian,Medium,104,161,265,10,235,56.6,12,8.1,1.1,728,"spinach, cauliflower, broccoli, salt, cumin, cinnamon, basil",stovetop,,09/01/2026
RCP04514,Sweet Rice Bowl,Salad,Japanese,Vegetarian,Medium,60,34,94,1,,29.2,,81.2,2.9,4586,"lamb, tomatoes, mushrooms, salt","blender, stovetop, food processor",Mary Smith,19/08/2024
RCP04515,Roast,Beverage,American,None,Expert,64,146,210,8,1001,,11.4,10.9,1.9,2578,"garlic, cauliflower, cinnamon, basil","grill, stovetop, mixer",Chef John,01/02/2024
RCP04516,Spicy Steamed,Breakfast,Spanish,None,Easy,39,100,139,6,630,7.2,94.4,87.9,1.2,876,"eggs, lettuce, onions, milk, thyme, oregano, pepper",microwave,David Lee,04/08/2024
RCP04517,Sweet Pizza,Beverage,Thai,None,Easy,94,225,319,7,814,31.6,144.1,-11.8,4.3,3024,"broccoli, carrots, basil, pepper, paprika",food processor|oven|stovetop,Emily Chen,29/01/2024
RCP04518,Crispy Grilled,Lunch,Thai,None,Expert,,,,7,405,78,49.3,20.6,3.1,2600,"mushrooms, bell peppers, cauliflower, rice, thyme","food processor, mixer",Chef John,06/08/2024
RCP04519,Herb Pasta,Dinner,Chinese,None,Medium,23,198,221,1,968,69.1,6.1,4.8,,4406,"beef, onions, mushrooms, broccoli, spinach, bread, pepper, oregano","air fryer, pressure cooker, stovetop",Bob Johnson,13/08/2023
RCP04520,Tangy Roast,Snack,Mexican,None,Medium,69,27,96,11,951,68.3,71.9,45.4,4.2,1519,"shrimp, potatoes, garlic, mushrooms, tomatoes, rice","microwave, oven, pressure cooker, blender",CHEF JOHN,16/04/2025
RCP04521,Creamy Bread,Beverage,French,None,Hard,17,60,77,7,674,29.1,23.5,59.9,4.5,137,"turkey, zucchini, lettuce, cheese, cinnamon, paprika",mixer,Sarah Wilson,31/12/2025
RCP04522,Creamy Soup,Snack,French,None,Easy,94,106,200,1,401,29.1,106.6,,3.8,949,,"food processor, mixer",CHEF JOHN,15/07/2025
RCP04523,Spicy Smoothie,Appetizer,Thai,None,Easy,101,187,288,7,912,48.8,102.6,74.7,2.8,4329,,"pressure cooker, grill, oven",David Lee,12/11/2023
RCP04524,Sweet Curry,Appetizer,American,Gluten-Free,Medium,69,137,206,2,857,7.6,88.5,41,3.7,1430,tofu; spinach; cream; cinnamon; salt,"microwave, stovetop, air fryer, oven",Chef John,03/06/2024
RCP04525,Savory Pie,Dinner,Spanish,None,Hard,59,158,217,12,972,7.6,77.2,24.2,2.3,3492,"turkey, bell peppers, carrots, broccoli, flour, cumin, oregano, pepper, paprika",pressure cooker|air fryer|slow cooker,Sarah Wilson,15/07/2023
RCP04526,Tangy Soup,Appetizer,American,None,Medium,67,15,82,1,1011,19.4,67,71.2,1.2,745,"lamb, potatoes, basil, salt","slow cooker, mixer",mary smith,26/10/2023
RCP04527,Creamy Soup,Lunch,Mediterranean,None,Medium,35,52,87,9,1059,50,35.3,40.7,2.4,1067,"fish, onions, mushrooms, broccoli, oats",food processor,emily chen,12/03/2025
RCP04528,Crispy Rice Bowl,Dessert,Japanese,None,Medium,86,133,219,5,91,20.5,12.7,54.6,1.1,133,"bell peppers, onions, cauliflower, rice, cream, oregano","oven, microwave, grill, air fryer",Sarah Wilson,02/01/2024
RCP04529,Spicy Grilled,Beverage,Italian,Low-Carb,Expert,48,121,169,6,299,37.9,99.8,57.6,1.9,2051,,blender,David Lee,09/09/2024
RCP04530,Crispy Bread,Salad,American,Keto,Hard,32,172,204,3,155,12.3,47.2,24.2,3.4,,"fish, mushrooms, quinoa, milk, cumin, thyme, pepper, cinnamon","food processor, mixer, air fryer",chef john,10/03/2024
RCP04531,Rice Bowl,Dinner,Italian,None,Medium,58,203,261,1,55,47.9,12.9,71.9,2.1,2931,"tofu, bell peppers, onions, broccoli, cinnamon","slow cooker, oven, stovetop, microwave",Bob Johnson,16/12/2023
RCP04532,Sweet Curry,Beverage,French,Vegan,Medium,117,214,331,6,1104,2,35.8,49.8,3.4,4712,"PORK, BROCCOLI, ONIONS, ZUCCHINI, SALT, PAPRIKA, BASIL",grill,Sarah Wilson,24/07/2023
RCP04533,Savory Grilled,Salad,Thai,None,Medium,28,139,167,3,12485,56.7,128.5,98.2,4.9,1999,"beef, zucchini, basil, cumin",food processor,chef john,01/02/2024
RCP04534,Crispy Baked,Appetizer,Chinese,Keto,Hard,79,161,240,2,999,,11.3,19.9,,2246,"fish, garlic, oats","pressure cooker, mixer",mary smith,12/01/2024
RCP04535,Sweet Steamed,Lunch,American,None,Expert,77,185,262,11,627,61.2,129.6,92.1,3.6,3180,"eggs, garlic, bell peppers, cauliflower",blender,emily chen,28/11/2023
RCP04536,Herb Salad,Dessert,French,None,Medium,75,113,188,4,381,60,116.9,41.2,1.7,3148,potatoes; quinoa; pepper; thyme,"food processor, blender, air fryer, grill",Mary Smith,23/01/2026
RCP04537,Herb Cake,Snack,Thai,None,Hard,118,232,350,3,1150,26.2,65.9,63.1,1.4,501,"lettuce, cauliflower, mushrooms, milk, basil, paprika, pepper",oven|air fryer|pressure cooker|slow cooker,,20/03/2025
RCP04538,Sweet Pasta,Dessert,Thai,None,Medium,118,58,176,3,666,13.2,53.9,78,,,"TURKEY, ONIONS, BROCCOLI, ZUCCHINI, FLOUR, BUTTER, THYME, PAPRIKA, SALT, OREGANO","slow cooker, blender",Chef John,16/10/2025
RCP04539,Crispy Pasta,Appetizer,Chinese,Vegan,Easy,22,100,122,8,823,24.6,26.4,90.8,2.6,2086,"tofu, zucchini, potatoes, quinoa, cheese, oregano, cinnamon",,Emily Chen,10/04/2024
RCP04540,Cookies,Dessert,Greek,None,Easy,-16,-60,-76,11,211,68.1,41.1,25.1,2.3,4101,,"blender, slow cooker, oven, stovetop",Emily Chen,13/07/2025
RCP04541,Crispy Steamed,Dinner,Chinese,None,Medium,18,61,79,6,1030,17,-5.6,6.4,2.1,4896,"POTATOES, SPINACH, CARROTS, FLOUR, CREAM, CUMIN, PAPRIKA","microwave, slow cooker, stovetop, grill",emily chen,11/03/2023
RCP04542,Tangy Noodles,Snack,American,None,Medium,62,92,154,7,258,39.5,14.6,58.4,2.4,1610,beef; carrots; tomatoes,pressure cooker,David Lee,23/11/2024
RCP04543,Creamy Cookies,Snack,Vietnamese,Vegetarian,Medium,49,214,263,4,66,50.5,121,8.5,3.2,4248,turkey; onions; bell peppers,"oven, slow cooker, microwave, stovetop",Bob Johnson,02/04/2025
RCP04544,Creamy Noodles,Breakfast,Mediterranean,None,Hard,48,83,131,11,270,61.9,93.8,40.7,4,4703,"eggs, onions, carrots, potatoes, thyme, salt","blender, slow cooker, microwave, air fryer",David Lee,10/05/2024
RCP04545,Crispy Grilled,Breakfast,Chinese,None,Hard,51,91,142,12,1146,23.8,66.9,43.4,3.6,3783,"eggs, cauliflower, broccoli, flour, pepper","pressure cooker, mixer",Sarah Wilson,05/11/2023
RCP04546,Smoothie,Beverage,Italian,Vegetarian,Medium,62,69,131,5,507,33.3,74.7,,1.1,3399,shrimp; potatoes; lettuce; carrots; mushrooms; oregano; cinnamon; paprika,"mixer, food processor, microwave, grill",David Lee,04/07/2025
RCP04547,Sweet Salad,Dinner,Spanish,None,Hard,-28,-15,-43,6,188,61.4,133.8,32.9,1.5,2589,"broccoli, carrots, cumin, cinnamon, thyme","stovetop, mixer",Emily Chen,08/09/2025
RCP04548,Creamy Pie,Dessert,Thai,None,Hard,63,29,92,11,212,48.8,34.1,62.5,1,,"eggs, broccoli, quinoa, cumin, basil, oregano, pepper","slow cooker, blender, pressure cooker, mixer",mary smith,24/10/2024
RCP04549,Smoothie,Dinner,American,None,Hard,25,215,240,10,419,51.4,130.7,30.5,3.9,2112,"lamb, lettuce, tomatoes, mushrooms, broccoli, thyme, oregano, pepper, cumin",blender,Emily Chen,11/24/2024
RCP04550,Herb Steamed,Beverage,Greek,Low-Carb,Easy,86,184,270,3,771,24.2,3.6,11.2,3.5,4532,"cauliflower, tomatoes, potatoes, noodles, salt, oregano, pepper, cumin","oven, microwave",emily chen,26/04/2023
RCP04551,Creamy Rice Bowl,Breakfast,Mediterranean,None,Expert,82,29,111,2,124,26.2,138.7,58.5,4.3,-7,"beef, tomatoes, carrots","air fryer, blender",Emily Chen,28/05/2023
RCP04552,Baked,Breakfast,Greek,None,Easy,75,238,313,11,863,78.8,144.8,79.6,2,863,"fish, tomatoes, garlic, lettuce, oregano, paprika, pepper","blender, slow cooker, stovetop, grill",mary smith,23/05/2024
RCP04553,Sweet Pie,Dessert,Chinese,Vegetarian,Expert,76,196,272,8,153,47.8,135.6,,-0.7,633,"fish, spinach, tomatoes, salt, pepper, oregano","food processor, pressure cooker, microwave, oven",emily chen,14/02/2025
RCP04554,Spicy Casserole,Dessert,French,Keto,Expert,74,117,191,12,965,64.1,119.2,94.5,4.2,2800,"shrimp, carrots, noodles","air fryer, slow cooker, microwave",,14/04/2025
RCP04555,Crispy Bread,Salad,Korean,None,Hard,10,98,108,7,410,13.8,-16.9,98.8,1.2,1240,"shrimp, tomatoes, spinach, onions, garlic, pasta, thyme, pepper, paprika",,Emily Chen,21/02/2023
RCP04556,Herb Bread,Dessert,Thai,None,Medium,100,124,224,7,218,62.3,115.4,86.1,4.3,4486,zucchini; spinach; pepper; salt,blender,Sarah Wilson,04/08/2025
RCP04557,Savory Pie,Lunch,American,None,Easy,72,178,250,6,,56.2,7.6,87.9,4.5,357,"cauliflower, tomatoes, spinach, butter, thyme, cinnamon, oregano",oven,emily chen,02/03/2024
RCP04558,Herb Smoothie,Dinner,Chinese,None,Easy,82,221,303,1,-68,72.5,66.1,27.1,4.8,4070,"zucchini, bread, oregano, basil",pressure cooker,Emily Chen,19/06/2025
RCP04559,Crispy Fried,Breakfast,Thai,Paleo,Hard,16,121,137,2,993,65.1,51,85.1,1.3,1367,"onions, lettuce, bell peppers, noodles, cheese, thyme, pepper",blender,Mary Smith,19/07/2025
RCP04560,Creamy Fried,Dessert,Italian,None,Easy,23,87,110,1,417,23.3,145.4,46.2,3.8,4654,"eggs, bell peppers, salt, cinnamon","blender, mixer, slow cooker, grill",mary smith,11/09/2025
RCP04561,Pasta,Snack,Thai,None,Hard,97,108,205,,400,74.5,97.2,32.9,4.9,4307,,blender,CHEF JOHN,22/07/2024
RCP04562,Herb Smoothie,Beverage,Mediterranean,None,Easy,120,44,164,7,614,29.2,6.8,64.7,3.8,3772,lamb; carrots; mushrooms; yogurt; pepper; salt; basil; oregano,"grill, slow cooker, blender",Mary Smith,05/24/2023
RCP04563,Sweet Curry,Beverage,Indian,None,Expert,55,199,254,6,1180,,94.6,51.2,1.6,2965,"beef, spinach, carrots, oats, salt, oregano, cinnamon",microwave,Sarah Wilson,21/07/2023
RCP04564,Tangy Tacos,Appetizer,Mediterranean,Gluten-Free,Expert,36,53,89,11,83,19.9,121.8,4.7,2.6,4131,"tomatoes, garlic, broccoli, potatoes, cumin, salt, basil, pepper","pressure cooker, microwave",Chef John,28/01/2024
RCP04565,Crispy Bread,Appetizer,Korean,None,Medium,18,144,162,9,1058,79.2,12,14.8,4.7,275,"pork, bell peppers, mushrooms, rice, basil, cinnamon, paprika, oregano","pressure cooker, food processor",mary smith,18/07/2024
RCP04566,Tangy Cake,Dessert,Korean,None,Easy,78,26,104,1,90,16.2,135.7,47.4,2.8,1041,"fish, cauliflower, oats, cheese, cumin, basil, oregano, cinnamon","food processor, stovetop, microwave, grill",Sarah Wilson,12/10/2023
RCP04567,Spicy Tacos,Dinner,Italian,None,Medium,,,,7,1138,27,111,31.1,3.1,1453,"pork, carrots, quinoa, basil, thyme, pepper, cinnamon","grill, mixer, oven",Bob Johnson,19/11/2023
RCP04568,Sweet Steamed,Breakfast,Mediterranean,Vegan,Hard,23,76,99,10,11231,46.1,28.1,82.7,5,931,"lamb, zucchini, noodles, pepper, cumin, cinnamon","mixer, stovetop",,27/01/2025
RCP04569,Sweet Stir-fry,Salad,French,None,Expert,67,159,226,9,205,5.5,65.4,6.6,3.1,1538,"eggs, garlic, quinoa, oregano, cinnamon, paprika","blender, food processor, grill, mixer",Emily Chen,18/01/2024
RCP04570,Crispy Fried,Appetizer,Spanish,None,Easy,57,232,289,9,931,,,69.5,3.3,1377,"fish, garlic, quinoa, cinnamon, paprika, basil","microwave, grill, slow cooker, air fryer",Sarah Wilson,07/08/2025
RCP04571,Sweet Curry,Snack,Greek,None,Easy,50,78,128,4,383,56,26.9,7.3,4.7,,"beef, carrots, cauliflower, quinoa, pepper, salt","microwave, pressure cooker",Bob Johnson,03/07/2023
RCP04572,Stir-fry,Dessert,Thai,None,Expert,37,160,197,5,927,50.5,55.9,65.6,3.7,359,,"pressure cooker, food processor, microwave",emily chen,12/11/2023
RCP04573,Tangy Pie,Appetizer,Vietnamese,Vegan,Expert,102,191,293,7,855,4.6,66.1,27.6,3,3688,"bell peppers, potatoes, tomatoes, mushrooms, cheese, thyme, oregano","microwave, blender",Emily Chen,24/05/2024
RCP04574,Baked,Lunch,Thai,Vegan,Easy,92,204,296,8,380,32.7,123.7,5.2,3.3,2851,,"pressure cooker, food processor, slow cooker, air fryer",CHEF JOHN,30/05/2025
RCP04575,Savory Salad,Lunch,Mexican,None,Easy,107,29,136,1,215,67.5,69,98.6,2.4,2440,"shrimp, spinach, cauliflower, zucchini, cumin, thyme, pepper","stovetop, food processor, slow cooker, grill",CHEF JOHN,14/05/2025
RCP04576,Savory Casserole,Appetizer,Mediterranean,None,Hard,50,106,156,8,418,34.9,126.8,47.2,2.3,4977,"garlic, carrots, cheese","slow cooker, air fryer, stovetop",Emily Chen,16/09/2025
RCP04577,Rice Bowl,Appetizer,Mexican,None,Expert,88,132,220,7,949,7.5,132.2,33.8,2,183,"bell peppers, onions, garlic, bread, cream, cinnamon","blender, mixer",David Lee,27/06/2025
RCP04578,Creamy Baked,Dinner,American,None,Easy,28,122,150,6,266,23.3,121.8,,4.7,4545,"lamb, tomatoes, zucchini, bell peppers, pasta, salt, basil",grill,chef john,26/10/2025
RCP04579,Sweet Roast,Breakfast,Japanese,None,Medium,11,94,105,6,549,47.8,80.8,40.7,1.4,4902,"broccoli, cauliflower, bell peppers, tomatoes, cream, cumin, basil","blender, pressure cooker",David Lee,07/01/2024
RCP04580,Stir-fry,Appetizer,Mexican,None,Medium,81,89,170,7,1005,28.8,119.3,15.3,2.6,1173,lettuce; garlic; zucchini; flour; cumin; cinnamon; basil; salt,"blender, mixer",Chef John,20/02/2023
RCP04581,Herb Salad,Snack,Italian,None,Easy,-30,-44,-74,6,167,61.6,,28,3,2304,"TOFU, BROCCOLI, SALT, CINNAMON, OREGANO",microwave,emily chen,01-24-26
RCP04582,Spicy Roast,Snack,Mediterranean,None,Hard,19,153,172,8,1121,,28.9,44.9,3,1143,"lettuce, mushrooms, cumin, cinnamon",pressure cooker,Sarah Wilson,18/12/2023
RCP04583,Creamy Steamed,Lunch,Mexican,None,Medium,59,56,115,11,1097,25.4,16.3,37.7,3.9,4112,"shrimp, zucchini, cauliflower",,Sarah Wilson,17/07/2023
RCP04584,Crispy Bread,Dinner,Vietnamese,Vegetarian,Expert,108,79,187,6,411,29.2,11.7,87.7,4.7,142,,"grill, food processor",mary smith,12-22-23
RCP04585,Baked,Dinner,Thai,None,Hard,35,185,220,6,986,42.5,36.2,47.6,-0.4,508,"beef, tomatoes, bell peppers, spinach, oats, yogurt",pressure cooker,Bob Johnson,24/05/2025
RCP04586,Creamy Fried,Salad,Vietnamese,Gluten-Free,Easy,11,231,242,4,746,,87.6,24.2,2,3411,"zucchini, pepper, salt, thyme",grill,David Lee,08/01/2025
RCP04587,Crispy Rice Bowl,Dessert,Spanish,None,Medium,83,38,121,9,851,27.1,145.9,31.2,4.1,1323,"carrots, zucchini, lettuce, butter, salt, paprika, basil, cumin",oven,Emily Chen,01/28/2026
RCP04588,Spicy Soup,Breakfast,Mexican,Keto,Hard,101,94,195,9,267,41.4,17.3,86.3,1.5,1024,"broccoli, cauliflower, garlic, flour",blender,Mary Smith,03/09/2025
RCP04589,Salad,Breakfast,Mexican,None,Hard,95,87,182,3,642,4.5,,,2.6,4215,"zucchini, bell peppers, broccoli, carrots, oats, cinnamon, thyme","food processor, blender, oven",David Lee,
RCP04590,Savory Noodles,Lunch,Chinese,Dairy-Free,Easy,13,168,181,6,152,71.7,111.4,30.3,4.5,2097,"spinach, lettuce, flour, cumin, basil","microwave, air fryer, mixer",emily chen,21/12/2023
RCP04591,Sweet Sandwich,Dinner,Indian,Vegetarian,Hard,77,151,228,7,,48.7,72.6,27.9,2,2663,"garlic, cheese, paprika, basil, oregano, salt","air fryer, mixer, slow cooker, pressure cooker",mary smith,26/03/2023
RCP04592,Savory Steamed,Dinner,Chinese,Vegan,Easy,19,67,86,8,1106,40.2,102,57.9,3.4,,"eggs, garlic, thyme, salt, oregano","pressure cooker, oven, food processor, grill",chef john,27/08/2025
RCP04593,Herb Smoothie,Breakfast,American,None,Hard,48,177,225,-3,837,78.5,87.7,22.6,,3164,"chicken, zucchini, cauliflower, salt, basil, pepper, cinnamon","microwave, grill, blender, food processor",David Lee,14/10/2024
RCP04594,Crispy Cake,Dinner,Spanish,Gluten-Free,Medium,116,216,332,5,1068,79.4,72.2,31.8,4.7,1103,carrots; lettuce; paprika; pepper,"mixer, pressure cooker, grill, oven",Mary Smith,
RCP04595,Soup,Salad,Greek,None,Hard,70,232,302,4,1190,75.4,127.2,37.4,1.3,32,"pork, mushrooms, spinach, broccoli, tomatoes, bread, thyme, pepper","blender, stovetop",Chef John,26/02/2025
